0,0.995871757,0.98608012,0.816147424,0.916399258,0.921497306,0.931055257,0.92041334,0.918947263,0.920641047,0.866429104,0.86692642,0.839630482,0.81943879,0.813307233,0.80987619,0.910804474,0.922125469,0.923379652,1.054692336,1.054774888,1.048032673,1.024554932,1.060538973,0.950773153,0.965550896,0.968464912,1.079782738,1.093338037,1.098900047,0.842613818,0.831732619,0.824008858,0.809504713,0.798073215,0.827239157,0.936098598,0.999909956,1.000092703,0.953989326,0.991896031,0.999246668,1.003156351,1.003543456,0.948653898,0.954125237,0.966593352,0.805878862,0.810036823,0.974852465,0.974992545,0.984821394,0.985827565,0.985319453,0.872597465,0.866839014
0.995871757,0,0.567298865,1.009831985,1.070456823,1.077091735,1.082358505,1.07762655,1.076526531,1.076899741,0.932340974,0.934142593,0.940299197,0.935529713,0.940308255,0.941530358,1.072158223,1.079036783,1.07982792,0.883268542,0.881698016,0.866822764,0.789077971,0.901398724,0.819727773,0.825210924,0.825493996,0.934010472,0.960974214,0.963966223,1.023492514,1.021159162,1.015417363,1.007107136,1.001238344,1.044250854,1.093657243,1.12733376,1.127594394,1.103187761,1.119746059,1.126897236,1.132645746,1.132777925,1.10028225,1.103491253,1.109283169,1.033766956,1.034517127,1.118550939,1.118552017,1.126893088,1.127276967,1.126823435,1.06275457,1.06059292
0.98608012,0.567298865,0,1.000916016,1.062576516,1.069198045,1.07453552,1.069707078,1.068601393,1.068995497,0.920885643,0.922825653,0.928872601,0.923398461,0.928489709,0.929756911,1.064174348,1.071121551,1.071919777,0.891597683,0.890256388,0.875921401,0.80363266,0.908567839,0.801648446,0.812566503,0.813798089,0.940548387,0.966480434,0.969880461,1.014926416,1.012493581,1.00663339,0.998105408,0.992057324,1.03560059,1.085666413,1.11995003,1.12020828,1.095345798,1.112362746,1.119508609,1.125197448,1.125336103,1.092396185,1.095642758,1.101574086,1.024743052,1.025502982,1.110753727,1.11075981,1.119060985,1.119473173,1.11902326,1.05432901,1.052105785
0.816147424,1.009831985,1.000916016,0,0.871171653,0.88805534,0.899438502,0.889996846,0.887344603,0.887794237,0.863887234,0.861993126,0.849556959,0.874608188,0.861226438,0.861042991,0.87740927,0.893428094,0.895196536,1.051138328,1.051436302,1.045706433,1.027784468,1.055350516,0.957558902,0.967415014,0.969764486,1.072709015,1.084285831,1.090234656,0.662483337,0.63401637,0.538986073,0.4545955,0.59947372,0.838817728,0.932345758,0.978673915,0.979055598,0.944903687,0.967231276,0.978013972,0.986641549,0.986802478,0.940953058,0.945797507,0.952184093,0.885798948,0.888814453,0.971977518,0.971752005,0.988390402,0.98746093,0.986502007,0.88602501,0.887885242
0.916399258,1.070456823,1.062576516,0.871171653,0,0.654309089,0.69149219,0.68500226,0.67286041,0.660369226,0.965780576,0.964731855,0.957932597,0.967135193,0.960871633,0.960385929,0.66178204,0.701472162,0.706883215,1.105340139,1.105698854,1.100742631,1.08575289,1.108599492,1.026957193,1.034231845,1.036012264,1.124017833,1.133908841,1.139837501,0.841290384,0.846216264,0.8596142,0.876266008,0.88665939,0.842738175,0.847973606,0.888537738,0.889187207,0.850650599,0.8686153,0.887404819,0.902809688,0.902942059,0.848634375,0.853603404,0.850247748,0.916796207,0.918712547,0.899307143,0.898379284,0.930564738,0.926374806,0.924475579,0.850784076,0.863575396
0.921497306,1.077091735,1.069198045,0.88805534,0.654309089,0,0.567988503,0.493313096,0.461318682,0.3103498,0.97557875,0.974689044,0.967231855,0.97376367,0.968250861,0.967638695,0.574992759,0.546619445,0.561121265,1.113630874,1.113967299,1.108931532,1.093450327,1.117034971,1.034917216,1.042542329,1.044352689,1.132579814,1.142622068,1.148503392,0.863446292,0.866400386,0.878032439,0.892250513,0.901138034,0.839586765,0.813722095,0.874323704,0.87484502,0.815738518,0.855509794,0.872982718,0.886103665,0.886465366,0.813109236,0.819471299,0.817972796,0.913059849,0.914776045,0.875194185,0.874129269,0.911016439,0.906266079,0.904119342,0.834787838,0.849865968
0.931055257,1.082358505,1.07453552,0.899438502,0.69149219,0.567988503,0,0.589676989,0.599016538,0.57755284,0.982568556,0.981689894,0.974621245,0.981062859,0.975730994,0.975145571,0.661242273,0.589610092,0.585216613,1.118185158,1.118529245,1.113560068,1.098358775,1.121499966,1.040510211,1.047921877,1.049692621,1.136885987,1.146782742,1.152668697,0.876434493,0.879399763,0.890117522,0.903397401,0.911760722,0.854487269,0.811716021,0.860097228,0.860679162,0.805845178,0.839255657,0.858619023,0.87354417,0.873887029,0.805425159,0.810257698,0.801641498,0.921650816,0.923209523,0.868406195,0.867134021,0.906930119,0.901410387,0.899085001,0.846294185,0.860430671
0.92041334,1.07762655,1.069707078,0.889996846,0.68500226,0.493313096,0.589676989,0,0.377325073,0.458369724,0.976592831,0.975748542,0.967981034,0.973714491,0.968385475,0.967727085,0.567167851,0.42340119,0.468690769,1.114915615,1.115242547,1.110160331,1.094434644,1.118394055,1.035772749,1.043573396,1.045405396,1.13403002,1.144167014,1.150031974,0.866457004,0.868883179,0.880237212,0.893995504,0.902580611,0.834926709,0.801659255,0.874652341,0.875096592,0.805969925,0.857185611,0.873287272,0.88475412,0.885213626,0.802323041,0.809798988,0.811694082,0.90942417,0.911112044,0.868803263,0.867754869,0.905496535,0.900786903,0.898604648,0.826398233,0.842465343
0.918947263,1.076526531,1.068601393,0.887344603,0.67286041,0.461318682,0.599016538,0.377325073,0,0.406967522,0.975035524,0.974176475,0.966422343,0.972398037,0.96698227,0.966331807,0.538984681,0.493312808,0.522208685,1.113730493,1.11405875,1.108977763,1.093271206,1.117203834,1.034520482,1.042310431,1.044143541,1.132842393,1.142978524,1.148847295,0.86321429,0.865771684,0.877378273,0.89144126,0.900209311,0.833361321,0.806099953,0.876881146,0.87734076,0.811015351,0.859288635,0.875544285,0.887266432,0.887697158,0.80735966,0.814685728,0.816512138,0.908890896,0.910618943,0.872053415,0.871035947,0.907961623,0.903376658,0.901238539,0.826723604,0.842678749
0.920641047,1.076899741,1.068995497,0.887794237,0.660369226,0.3103498,0.57755284,0.458369724,0.406967522,0,0.975389815,0.974510198,0.966953903,0.973302628,0.967821322,0.967196466,0.561914488,0.52804318,0.546619206,1.113660431,1.113994136,1.108943262,1.093386874,1.117087637,1.034780266,1.042460397,1.044278374,1.132663827,1.142737454,1.14861461,0.863333713,0.866157564,0.877786317,0.891958215,0.900808939,0.837522619,0.81119964,0.875156729,0.875657186,0.81412795,0.856753703,0.873816596,0.886467858,0.886852964,0.811170701,0.817844651,0.817420564,0.911677956,0.91339828,0.87413209,0.873082097,0.909993307,0.905295514,0.903151036,0.83214829,0.847507751
