0,0.667189934,0.668001263,0.670484894,0.730644924,0.745306333,0.841200433,0.840774464,0.839382891,0.837544996,0.826169611,0.804120266,0.797891234,0.814767505,0.811875482,1.011794816,1.07014057,0.850272091,0.851333901,0.854370952,0.85211015,1.190965968,0.954115308,0.95269673,0.959374415,0.959044699,0.9574833,0.961988225,0.960199537,0.96246506,0.951522887,0.950889454,0.949471572,0.953342625,0.932708909,1.094516443,1.211385785,1.07458519,0.946439532,1.194805971,1.154997287,1.01061269,0.947026279,1.153176635,1.191608491,1.01098646,1.0035674,1.002151345,1.000750552,1.011531967,1.001229463,1.01053711,0.9596356,1.00585244,0.958949924,0.956074672,1.038048013,1.017223369,1.003380947,1.014531089,1.018140781,1.237271159,1.277083266,1.259119775,1.259611215,1.068269861,1.155412469
0.667189934,0,0.483838678,0.632996898,0.674102424,0.702433407,0.856478514,0.855724032,0.854977182,0.853465873,0.842361043,0.828492295,0.822755422,0.85313289,0.850979835,1.011123715,1.0840574,0.859204786,0.864609677,0.866855538,0.861243462,1.204286878,0.970471641,0.96792068,0.97542343,0.975105451,0.973637449,0.977911675,0.976224463,0.978377232,0.968004247,0.967384613,0.966066497,0.969580837,0.949586449,1.100932048,1.224688175,1.087913037,0.961735858,1.208119396,1.168269115,1.009740916,0.962219532,1.166431096,1.204927821,1.010182395,1.003114931,1.001700118,1.000300608,1.005433487,0.995428931,1.004118469,0.962997415,1.010285597,0.96158223,0.959077152,1.047788627,1.016833736,1.009671212,1.015450203,1.019488258,1.233206622,1.272396936,1.254171958,1.25465123,1.066367077,1.155768244
0.668001263,0.483838678,0,0.584724474,0.641454811,0.67626709,0.848907138,0.84807012,0.847350888,0.845784353,0.833990807,0.820179004,0.814048041,0.85090172,0.848793277,1.007628335,1.083968152,0.851203081,0.857290833,0.859579826,0.853371625,1.204925214,0.972786148,0.971024958,0.977730835,0.977434436,0.975954475,0.980167938,0.978489423,0.980612885,0.970351662,0.96975536,0.968424454,0.972269095,0.952546487,1.098540511,1.225181419,1.089301265,0.958921972,1.208754085,1.168297023,1.006221966,0.959397453,1.166423541,1.205563312,1.006671247,1.00736115,1.005956262,1.004566889,1.002232367,0.992014383,1.000936599,0.958508175,1.006906594,0.956881534,0.954372395,1.045544087,1.013425677,1.006438477,1.012008241,1.016090848,1.230991529,1.270253748,1.252063671,1.252544483,1.063538356,1.153259693
0.670484894,0.632996898,0.584724474,0,0.599903014,0.633777984,0.828904823,0.82791797,0.827136323,0.825354365,0.811637903,0.796397876,0.789065688,0.84071552,0.838645367,1.000870952,1.081303496,0.831497052,0.83838009,0.840953798,0.833958696,1.203767077,0.974491467,0.974393655,0.979461264,0.979205246,0.977690239,0.981815051,0.980140501,0.9822214,0.97210512,0.971552356,0.97018413,0.974712288,0.955432855,1.092640941,1.223743973,1.089602009,0.950410296,1.207589939,1.165959657,0.999459031,0.950885959,1.164019817,1.204399874,0.999909844,1.015256359,1.01386801,1.012495522,0.997326078,0.986602289,0.996145262,0.948662111,0.999293621,0.946723049,0.944119731,1.039287121,1.006792177,0.998755151,1.005015057,1.009100377,1.227603496,1.267139046,1.249072988,1.249559407,1.058450081,1.148360013
0.730644924,0.674102424,0.641454811,0.599903014,0,0.486323561,0.832998126,0.831751915,0.831474784,0.829947983,0.816513098,0.807727967,0.801026792,0.859366864,0.857652241,0.996473901,1.088807074,0.830431062,0.840946997,0.84291743,0.833097278,1.211718394,0.985510219,0.985634402,0.990335545,0.990104627,0.988620572,0.99258573,0.990964901,0.992967969,0.983209899,0.982684545,0.981349301,0.986019146,0.967265577,1.093637884,1.231533912,1.098331771,0.956367122,1.215533704,1.173246073,0.994909141,0.956775658,1.171260172,1.212347426,0.995411402,1.020458145,1.019082789,1.017723579,0.989922885,0.979089098,0.988567524,0.945796498,0.998171653,0.943167915,0.940809728,1.04237642,1.002671951,0.998908371,1.001664079,1.006062164,1.222799191,1.262070099,1.243899289,1.244380721,1.054114201,1.145733643
0.745306333,0.702433407,0.67626709,0.633777984,0.486323561,0,0.826780096,0.825386661,0.825270086,0.823759762,0.809756484,0.802902958,0.796068626,0.860959194,0.859359355,0.992758124,1.089631605,0.822439449,0.834576125,0.836437211,0.82529623,1.213173331,0.988675126,0.989392156,0.993475596,0.993263739,0.991775224,0.995674494,0.994067321,0.996038421,0.986410331,0.985905522,0.984565605,0.989490838,0.970997441,1.091678406,1.232851797,1.100483631,0.954792373,1.216984668,1.174126403,0.991149405,0.955182003,1.17210596,1.213799586,0.991666327,1.024514225,1.023146886,1.021795861,0.986208442,0.975120491,0.984858075,0.941204606,0.994986677,0.938241939,0.93591674,1.040817559,0.999084219,0.996039679,0.998131825,1.002615605,1.220413294,1.259731705,1.241586318,1.242068836,1.051128632,1.143267534
0.841200433,0.856478514,0.848907138,0.828904823,0.832998126,0.826780096,0,0.28055076,0.280550703,0.364645508,0.546470674,0.660495316,0.67300025,0.824010468,0.824367052,0.962630439,1.066633767,0.626421393,0.509552271,0.549590316,0.623306733,1.198695974,0.991251559,1.000389847,0.996070661,0.996083497,0.994439365,0.997766385,0.996219374,0.997914311,0.989298032,0.989035114,0.98753226,0.995990292,0.980041519,1.054833941,1.216817826,1.09419533,0.887306903,1.202473241,1.153079842,0.961526301,0.887694138,1.15069019,1.199292543,0.961869821,1.059723144,1.058408645,1.057111528,0.979388349,0.965799331,0.97940164,0.878654121,0.947652146,0.87591223,0.871448141,0.997141297,0.96890995,0.944827097,0.962678819,0.966194344,1.2133459,1.254981368,1.237840338,1.238369011,1.032357339,1.121326181
0.840774464,0.855724032,0.84807012,0.82791797,0.831751915,0.825386661,0.28055076,0,0.31035089,0.377327566,0.539010389,0.661391177,0.67314762,0.825300612,0.825618361,0.962306601,1.067257839,0.61836249,0.507795229,0.546655502,0.615552611,1.199240407,0.991714273,1.000751175,0.996529012,0.996539702,0.994898439,0.998228133,0.996681926,0.998378093,0.98975917,0.9894939,0.987994066,0.996410468,0.980441629,1.05514649,1.217371269,1.094684864,0.888585639,1.203017641,1.153663121,0.961181287,0.888964778,1.151275094,1.199837109,0.961531923,1.059652293,1.058337646,1.057040378,0.97875546,0.965135547,0.978753719,0.878443294,0.947791351,0.875530117,0.871109154,0.997711018,0.968627497,0.945157472,0.962494801,0.96605437,1.213020518,1.254627211,1.237474731,1.23800286,1.032075844,1.121237883
0.839382891,0.854977182,0.847350888,0.827136323,0.831474784,0.825270086,0.280550703,0.31035089,0,0.280550674,0.531698189,0.653425381,0.666541558,0.822333372,0.82266696,0.963411098,1.066404904,0.630810673,0.529374122,0.564308384,0.628493255,1.198348744,0.990522313,0.999590908,0.995350802,0.995360412,0.993715336,0.997056955,0.995505945,0.997208041,0.988561019,0.988294685,0.986790761,0.99521654,0.979220869,1.055298442,1.216499459,1.093704698,0.887720546,1.202126991,1.152853131,0.962307632,0.888118594,1.150471035,1.198945922,0.962651021,1.059010073,1.057694683,1.056396657,0.979890222,0.966353907,0.979887202,0.88011401,0.948535075,0.877434527,0.873007941,0.997546024,0.969669809,0.945668504,0.963493325,0.967003753,1.213702385,1.255315525,1.238164242,1.238692455,1.03289582,1.121795122
0.837544996,0.853465873,0.845784353,0.825354365,0.829947983,0.823759762,0.364645508,0.377327566,0.280550674,0,0.515945974,0.645964826,0.659754921,0.820651277,0.820960533,0.964189972,1.066179367,0.635459264,0.546653657,0.57761595,0.633848508,1.198003965,0.989793247,0.998791078,0.994631181,0.994637528,0.992991512,0.996347865,0.994792826,0.996502146,0.987824112,0.987554321,0.986049333,0.994442376,0.978399251,1.05576425,1.216183662,1.093215799,0.888146145,1.201783193,1.152629371,0.963087233,0.888554786,1.150254857,1.198601755,0.963430471,1.058296356,1.056980065,1.05568112,0.980394207,0.966910457,0.980375076,0.881560137,0.949414636,0.878942257,0.874552107,0.997953458,0.97042802,0.946507625,0.964305339,0.967810684,1.214060462,1.255651388,1.238489898,1.239017653,1.033434791,1.122264994
