0,0.812007829,1.215313552,1.215650933,1.220039495,1.198565373,1.19653436,1.237905167,1.241978131,1.248220281,1.251642958,1.503184831,1.456979876,1.429364646,1.432055617,1.430959222,1.415734989,1.407659821,1.404584361,1.403301149,1.406220219,1.40552603,1.40427716,1.404648413,1.411664259,1.403739845,1.671481244,1.585575551,1.536055792,1.538000054
0.812007829,0,1.177595097,1.177160628,1.183344268,1.159888034,1.170102701,1.215671055,1.219795512,1.225883319,1.229164019,1.470346576,1.421086944,1.393491931,1.396192211,1.395081978,1.379812304,1.371736786,1.368638522,1.367554907,1.37030491,1.369575062,1.368392922,1.36873205,1.375504036,1.367828798,1.636375748,1.550309532,1.500479249,1.502438918
1.215313552,1.177595097,0,0.687284562,0.718074169,0.752996206,1.02949786,1.103270142,1.107156973,1.11081051,1.112258408,1.255041228,1.186755758,1.158195422,1.161078076,1.159857667,1.143391986,1.134551157,1.131053353,1.13036193,1.13298519,1.132082209,1.130936585,1.131232408,1.138062763,1.130237387,1.41279202,1.326080219,1.275069745,1.277092587
1.215650933,1.177160628,0.687284562,0,0.794364507,0.746651532,1.040509816,1.111807257,1.115628949,1.119249749,1.120693709,1.257671003,1.185266159,1.156766619,1.159661544,1.158418536,1.141901267,1.133083054,1.129553728,1.1292383,1.131536357,1.13056968,1.129552789,1.129787434,1.136145078,1.128805833,1.412239754,1.325303603,1.273848857,1.275893816
1.220039495,1.183344268,0.718074169,0.794364507,0,0.815306577,1.018356561,1.094426584,1.098345675,1.101934716,1.10332209,1.250131317,1.186460324,1.157800845,1.160672659,1.159477693,1.143047342,1.134160082,1.130692028,1.129541634,1.132566936,1.13173913,1.130434113,1.130805077,1.138224824,1.129791174,1.411607545,1.325156818,1.27466633,1.276663393
1.198565373,1.159888034,0.752996206,0.746651532,0.815306577,0,1.029666077,1.104742295,1.108770709,1.112777994,1.114453735,1.267365126,1.19966683,1.171346061,1.174200427,1.172986262,1.156727443,1.148059148,1.144620957,1.144113809,1.146534267,1.145621747,1.144559527,1.144821073,1.151303444,1.14385433,1.424288325,1.33753025,1.286412457,1.28843971
1.19653436,1.170102701,1.02949786,1.040509816,1.018356561,1.029666077,0,0.942101196,0.950331721,0.958858147,0.962669478,1.271639551,1.252664252,1.224664414,1.227286214,1.226320631,1.211383317,1.203180541,1.200286638,1.196875829,1.201633109,1.201300296,1.199324978,1.200041714,1.209733481,1.199058903,1.461185528,1.376771332,1.330176682,1.331976215
1.237905167,1.215671055,1.103270142,1.111807257,1.094426584,1.104742295,0.942101196,0,0.564106644,0.673019797,0.708619232,1.286143181,1.288125233,1.260409724,1.262929496,1.262055457,1.247726803,1.239809533,1.237143406,1.232895784,1.238284921,1.238140849,1.235919648,1.236764102,1.247296616,1.235796979,1.489037716,1.405592358,1.360818471,1.362526336
1.241978131,1.219795512,1.107156973,1.115628949,1.098345675,1.108770709,0.950331721,0.564106644,0,0.603011925,0.661301206,1.286771405,1.290037602,1.262337674,1.2648515,1.263982914,1.249689454,1.24178819,1.239135303,1.234836597,1.240264688,1.240131954,1.237895547,1.23874784,1.249332856,1.23778148,1.490493543,1.407108211,1.362446935,1.364149143
1.248220281,1.225883319,1.11081051,1.119249749,1.101934716,1.112777994,0.958858147,0.673019797,0.603011925,0,0.528048259,1.285427937,1.290623731,1.262941504,1.265446713,1.264586611,1.250343148,1.242462438,1.239829043,1.235442749,1.240939507,1.240825239,1.238561975,1.239427868,1.250106904,1.238461899,1.490423031,1.407129545,1.362642045,1.364335536
1.251642958,1.229164019,1.112258408,1.120693709,1.10332209,1.114453735,0.962669478,0.708619232,0.661301206,0.528048259,0,1.284069579,1.290338747,1.262665057,1.265165541,1.264310231,1.25009395,1.242223883,1.239601256,1.235163666,1.240701018,1.240597367,1.238318217,1.239192105,1.249927005,1.238226181,1.489779527,1.406537504,1.362147728,1.363836319
1.503184831,1.470346576,1.255041228,1.257671003,1.250131317,1.267365126,1.271639551,1.286143181,1.286771405,1.285427937,1.284069579,0,1.192570698,1.170957241,1.172082252,1.172206556,1.166450642,1.163288371,1.163394059,1.154007816,1.162461639,1.163920192,1.160467603,1.162048834,1.176558801,1.161556655,1.254454183,1.187318181,1.172029258,1.172261556
1.456979876,1.421086944,1.186755758,1.185266159,1.186460324,1.19966683,1.252664252,1.288125233,1.290037602,1.290623731,1.290338747,1.192570698,0,0.69810433,0.678215166,0.686350394,0.784679073,0.825911912,0.840494075,0.854525819,0.83279451,0.836238707,0.842376532,0.840163465,0.830178746,0.844403133,1.272987538,1.179263747,1.114022334,1.116892422
1.429364646,1.393491931,1.158195422,1.156766619,1.157800845,1.171346061,1.224664414,1.260409724,1.262337674,1.262941504,1.262665057,1.170957241,0.69810433,0,0.439996897,0.364662351,0.67473176,0.744510588,0.766872448,0.786348979,0.754692645,0.760917598,0.768275041,0.765601935,0.769704754,0.771628358,1.260961093,1.168176578,1.105135768,1.107869105
1.432055617,1.396192211,1.161078076,1.159661544,1.160672659,1.174200427,1.227286214,1.262929496,1.2648515,1.265446713,1.265165541,1.172082252,0.678215166,0.439996897,0,0.37734956,0.696184375,0.758091326,0.778767295,0.79535905,0.767373132,0.773282355,0.779713755,0.777448672,0.780359339,0.783010209,1.261054408,1.168161355,1.104885892,1.107634011
